label,text
ham,"Subject: Project Milestone 2 Complete!

Team,

Great news! We have successfully completed Project Milestone 2 ahead of schedule. Thank you all for your hard work and dedication. Let's keep the momentum going as we head into the final phase of the project.

Cheers,
The Project Manager"
spam,"Subject: Fwd: Urgent: Your account is at risk

Dear valued client,

We've noticed several login attempts from a new location on your account. To prevent any fraudulent activity, please log in immediately and change your password. 

Login here: http://security-verify.org/login"
ham,"Subject: Project timeline update

Hello Team,

Just wanted to let you know that we're on schedule to complete the first phase of the project by Friday. Thanks for all your hard work! Keep it up!

Best regards,
Sarah"
spam,"Subject: You've been chosen for a new job opportunity

Are you looking for a new job? We have the perfect opportunity for you! No resume required, just click on the link below and start your new career.

Click here to apply: http://new-job-now.net/apply"
ham,"Subject: Our lunch plans

Hey Jane,

Just confirming our lunch plans for tomorrow at noon. I've made a reservation at the new cafe downtown. Let me know if that still works for you.

Cheers,
Michael"
spam,"Subject: GET A FREE LOAN INSTANTLY!

We can offer you a loan of up to $100,000 without any credit check! You can get the money instantly with no fees or paperwork. Click here to apply: http://instant-loan-approval.com/loan"
ham,"Subject: Re: Question about the presentation

Hi Alex,

The presentation deck is finalized. I've attached it to this email. Let me know if you have any feedback before we present it on Friday.

Thanks,
Lisa"
spam,"Subject: You have a virus on your computer

We have detected a virus on your computer that is putting your personal data at risk. To remove the virus, you must download our antivirus software. Click on the link to get started: http://virus-removal-software.com/download"
ham,"Subject: Reminder: Team meeting

Hi Team,

This is a friendly reminder that our team meeting is scheduled for tomorrow at 2 PM. Please prepare your updates for the report. I look forward to seeing you all there.

Best,
Project Lead"
spam,"Subject: Limited time offer - 70% off!

This is a limited time offer just for you! Get a 70% discount on all our products. This offer expires in 48 hours. Don't miss out on this great deal!

Shop now: http://limited-time-sale.com/offer"
ham,"Subject: Your order has been delivered

Hello Sarah,

Good news! Your order #12345 has been delivered. We hope you enjoy your new product! If you have any issues, please contact our support team.

Best,
Customer Service"
spam,"Subject: You're invited to claim a prize

You've been specially selected to receive a brand new smartphone. To claim your prize, please click the link below and provide your shipping details. This offer is valid for a limited time.

Click to claim: http://smartphone-prize.net/claim"
ham,"Subject: Re: Feedback on the proposal

Hi Mark,

Thanks for the feedback. I've made the requested changes and attached the revised proposal. Let me know if it's all good to go.

Cheers,
John"
spam,"Subject: Your Amazon account has been suspended

We have placed a temporary suspension on your Amazon account due to an issue with your payment information. Please click the link below to verify your details and restore your account access.

Update your account here: http://amazon-secure-update.com/login"
ham,"Subject: Project update

Hi Alex,

I've finished the first phase of the project and have sent the files to the shared drive. Let me know if you have any questions.

Thanks,
Maria"
spam,"Subject: You're eligible for a $100 gift card!

To celebrate our 10th anniversary, we are giving away $100 gift cards! You've been chosen as a lucky recipient. Click on the link below to get your free gift card.

Claim your gift now: http://free-gift-card.com/get"
spam,"""Subject: Final Warning: Your Microsoft Account will be closed. Dear user, We noticed you have not yet updated to our new server. Your account will be suspended within 24 hours if not verified. Click here to verify now: https://microsoft.security-update.link/verify"""
ham,"""Subject: Your order from Shopify is confirmed! Hi Chris, Thanks for your purchase! We're getting your order ready for shipment. We will notify you when it has been sent. View your order: https://www.shopify.com/orders/12345"""
spam,"""Subject: Congratulations! You've been selected for a $1000 Amazon Gift Card. Dear Shopper, Your email was chosen in our weekly draw! To claim your $1000 gift card, simply complete a short survey about your shopping habits. Claim now: http://amazon.rewards-center.top/claim"""
ham,"""Subject: Re: Project Apollo Sync. Hi team, Following up on our meeting, I've attached the revised timeline. Please review and provide any feedback by EOD Friday. Thanks, Jane"""
spam,"""Subject: ACTION REQUIRED: Your payment to Netflix has failed. Dear Customer, We were unable to process your monthly payment. Please update your billing information to continue enjoying your service without interruption. Update payment: https://netflix.billing-support.xyz/update"""
ham,"""Subject: Your Monday.com daily highlights. Hi Alex, Here's a summary of what's due today for the Q4 Marketing Campaign: 1. Finalize ad copy. 2. Review design mockups. Have a productive day!"""
spam,"""Subject: Your computer is infected with (5) viruses! Our scan has detected severe threats on your PC. Your personal data and financial information are at risk. Download our removal tool immediately. Download Fix: https://antivirus.secure-pc-scans.online/"""
ham,"""Subject: Reminder: Dentist Appointment on Tuesday, Oct 7th at 10:00 AM. Hi Sarah, This is a reminder for your upcoming appointment with Dr. Evans. Please arrive 10 minutes early to fill out any necessary paperwork. Best, City Dental Clinic"""
spam,"""Subject: An invoice from our finance department is attached. Dear Colleague, Please find attached the invoice for last month's services. Payment is due upon receipt. Regards, Finance Department [attachment: invoice_scan.zip]"""
ham,"""Subject: PTO Request Approved. Hello Michael, Your request for PTO from Oct 20-24 has been approved. It has been added to the team calendar. Enjoy your time off! Best, HR"""
spam,"""Subject: You have (1) new pending package from USPS. We were unable to deliver your package due to an incorrect address. A redelivery fee of $1.99 is required. Please update your address here: http://usps.redelivery-schedule.info/"""
ham,"""Subject: Following up from the conference. Hi David, It was great to connect at the Tech Summit last week. I enjoyed our conversation about AI ethics. I've attached the article I mentioned. Let's keep in touch. Cheers, Emily"""
spam,"""Subject: Your Wells Fargo account has been temporarily suspended. For your security, we have suspended your online access due to suspicious activity. Please verify your identity to restore access. Verify here: https://wellsfargo.login-access-restore.com/"""
ham,"""Subject: Your weekly screen time report is ready. This week, your screen time was down 15% from last week, for an average of 2h 45m per day. Your most used app was Messages."""
spam,"""Subject: Get a YETI Cooler for free! We're looking for product testers for the new YETI Tundra cooler. All you have to do is provide your feedback. Spots are limited. Sign up here: http://yeti.product-testing-offers.club/"""
ham,"""Subject: Your Tuesday grocery delivery is on its way! Hi Mark, Your Instacart shopper has finished shopping and is on their way. Your estimated delivery time is between 4:00 PM and 4:30 PM."""
spam,"""Subject: Your Mailbox is almost full. Your mailbox is currently at 98% capacity. To avoid losing incoming emails, please upgrade your storage quota. Upgrade now: https://webmail.storage-upgrade-portal.net/"""
ham,"""Subject: Thanks for joining the Beta program! Hi Lisa, Welcome to the beta for our new app! We're excited to have you. You can download the app using the private link here. Please use the feedback button to report any bugs. Thanks, The Product Team"""
spam,"""Subject: [URGENT] Security Alert from your bank. We detected an unusual transaction of $749.99 on your account. If this was not you, please click here to dispute the charge immediately: https://chase.fraud-protection-center.biz/"""
ham,"""Subject: New login to your Google Account. Hi Kevin, Your Google Account was just signed into from a new Windows device. If this was you, you don't need to do anything. If not, secure your account."""
spam,"""Subject: Claim Your Inheritance. Dear Sir/Madam, I am a barrister writing on behalf of my late client who shares your last name. He has left an inheritance of $10.5 million and has no other relatives. Please contact me to begin the claims process."""
ham,"""Subject: Re: Quick question. Good question. The data is pulled from the Q3 sales dashboard. I've attached the CSV export for your convenience. Let me know if you need anything else!"""
spam,"""Subject: A message from a secret admirer. Someone you know has left you an anonymous message. Do you want to find out who it is? Read the message here: http://secret-crush-revealed.life/"""
ham,"""Subject: Your flight check-in is now open. Hi Jane, You can now check in for your flight AA1234 to Los Angeles (LAX). Early check-in helps you get a better seat. Check-in now on the American Airlines app or website."""
spam,"""Subject: Fwd: Outstanding Payment. Our records show your invoice #8341 is overdue. To avoid a late fee and service interruption, please settle your balance immediately. View and Pay Invoice: https://quickbooks.payment-gateway-secure.org/"""
ham,"""Subject: Let's catch up next week. Hey Mike, It's been a while. Are you free to grab lunch or coffee sometime next week? Let me know what your schedule looks like. Best, Tom"""
spam,"""Subject: Your Dropbox password has been reset. For security reasons, your Dropbox password was recently reset. If you did not make this change, please contact support immediately by clicking here: http://dropbox.help-center-secure.io/"""
ham,"""Subject: New comment on 'Q4 Budget Proposal'. Hi Team, Sarah has left a comment on the Google Doc 'Q4 Budget Proposal'. Comment: 'Can we re-evaluate the marketing spend for this section?'"""
spam,"""Subject: Get Ripped in 30 Days! Discover the one weird trick that fitness models use to get shredded fast. This supplement is clinically proven to build muscle and burn fat. Limited time offer. Order now: http://health.keto-burn-max.store/"""
ham,"""Subject: Your monthly statement from Verizon is ready. Your bill for $85.50 is now available online. It will be automatically paid from your linked account on Oct 15th. No action is needed. Thanks for choosing Verizon."""
spam,"""Subject: URGENT REQUEST - ARE YOU AVAILABLE? I need you to handle a task for me urgently. I am in a meeting and cannot take calls. Email me back as soon as you get this. Thanks, [CEO's Name]"""
ham,"""Subject: Interview Confirmation: Software Engineer Role. Hi Jessica, We're pleased to confirm your interview with our hiring manager, Tom Smith, on Wednesday at 2 PM. Please find the Zoom link attached. We look forward to speaking with you. Best, Talent Acquisition Team"""
spam,"""Subject: Your PayPal account has been limited. We've noticed some unusual activity and have placed a temporary limitation on your account. Please log in to confirm your identity and restore full access. Log in here: https://paypal.account-review-team.co/"""
ham,"""Subject: A new device has been added to your Spotify account. Hi user, A new device, 'Living Room Speaker', was just added to your Spotify account. If this was you, you're all set. If not, you can secure your account here: https://www.spotify.com/account/overview/"""
spam,"""Subject: Your Norton subscription has been automatically renewed for $399.99. Dear customer, thank you for renewing your Norton 360 subscription. The charge will appear on your statement within 24 hours. If you wish to cancel and claim a refund, call our billing dept at +1 (800) 555-1234."""
ham,"""Subject: Company Holiday: Office Closed Monday. Hi Team, This is a reminder that the office will be closed this coming Monday in observance of Labor Day. We will resume normal business hours on Tuesday. Enjoy the long weekend!"""
spam,"""Subject: [Social Security Administration] Benefit Payment Notification. Your Social Security Number has been suspended due to suspicious activity. To reactivate it, you must verify your information. Verify now: https://ssa.gov.verification-center.us/"""
ham,"""Subject: Notes from our 1-on-1. Hi Ben, Great chatting with you today. As discussed, I've created a ticket for your hardware upgrade. I've also sent you the link to the training resources. Let's touch base again in two weeks. Cheers, Manager"""
spam,"""Subject: Fwd: You have a pending e-signature request. A document has been sent to you for e-signature via DocuSign. Please review and sign at your earliest convenience. Review Document: http://docusign.secure-document-portal.net/"""
ham,"""Subject: Your car insurance policy documents. Hi Chris, Thanks for renewing your policy with Geico. Your updated insurance cards and policy documents are attached as a PDF. Please store them in a safe place. Drive safely! The Geico Team"""
spam,"""Subject: We've found your lost Bitcoin! Our records indicate you have an old, inactive Bitcoin wallet containing 1.7 BTC. Due to new regulations, you must verify your identity to access these funds. Access Your Wallet: https://blockchain.wallet-recovery.icu/"""
ham,"""Subject: Thank you for your feedback. Hi Customer, Thank you for recently rating our customer service. We appreciate your feedback and will use it to improve our processes. We hope to see you again soon! Best, Support Team"""
spam,"""Subject: Your Best Buy order is ready for pickup - #BBY01-123456. Dear customer, your recent order for an Apple Watch has been flagged by our system. Please confirm your details to release the order. Confirm order: http://bestbuy.order-verification.online/"""
ham,"""Subject: Your library books are due soon. This is a courtesy reminder from the City Library that the following items are due in 3 days: 'Dune' by Frank Herbert, 'Project Hail Mary' by Andy Weir. You can renew online at our website."""
spam,"""Subject: We noticed a problem with your iCloud account. Your iCloud storage could not be backed up due to an error. Please sign in to fix the issue and prevent data loss. Sign in to iCloud: https://icloud.apple.login-support.com/"""
ham,"""Subject: Your LinkedIn network is growing! John Smith, CEO at ExampleCorp, wants to connect with you on LinkedIn. View John's profile and connect."""
spam,"""Subject: You have an unclaimed reward from your cell provider. Dear loyal customer, as a thank you, we're giving you a free gift. Your choices include a new smart watch or wireless earbuds. Choose your gift: http://verizon.customer-rewards.top/"""
ham,"""Subject: Re: Can you resend the attachment? Of course. Sorry about that, looks like it didn't attach properly the first time. It should be attached to this email now. Let me know if you have any trouble. Best, Kevin"""
spam,"""Subject: Your home warranty is about to expire. Records indicate your home warranty may be expiring or has already expired. This is your final notice to renew coverage before you are liable for expensive repairs. Call us now: 1-888-555-1234"""
ham,"""Subject: We've received your return. Hi Sarah, We've received the items you returned from order #98765. Your refund of $49.95 has been processed and should appear in your account within 3-5 business days."""
spam,"""Subject: Confirm your identity on Coinbase. We are required by law to verify our customers' identities. Please upload a photo of your ID to continue using your account without restrictions. Start verification: https://coinbase.kyc-verification.xyz/"""
ham,"""Subject: Your DoorDash order is being prepared. Your order from 'The Burger Joint' is now being prepared by the restaurant. We'll let you know when your Dasher is on the way!"""
spam,"""Subject: You are pre-approved for a $50,000 loan. No credit check required! We offer flexible repayment plans. Get your funds in as little as 24 hours. Apply now: http://fastcash.loan-approval-now.biz/"""
ham,"""Subject: New Post in 'Marketing Team' Slack Channel. You have a new notification in the #general channel in your Marketing Team workspace. View Post."""
spam,"""Subject: FW: Scanned Document from Xerox WorkCentre. Please see the attached scan. This was scanned and sent from a Xerox multifunction device. [attachment: scan_09282025.docm]"""
ham,"""Subject: Your recent Zillow search. Hi Mark, Based on your recent search, here are 3 new listings in Pittsburgh, PA that match your criteria. View Listings."""
spam,"""Subject: [Facebook] Your account is scheduled for deactivation. We've detected that you are violating our community standards. If you believe this is an error, please appeal our decision within 24 hours. Appeal here: http://facebook.community-support-case.com/"""
ham,"""Subject: Your ticket to 'The National' concert is confirmed. Hi Alex, Your order for 2 tickets to see The National on Oct 15th is confirmed. Your tickets are available in your Ticketmaster account. Enjoy the show!"""
spam,"""Subject: Your electricity bill is scheduled to be disconnected. Dear Resident, Our records show an outstanding balance on your account. To avoid disconnection of service within 48 hours, please pay immediately. Pay Now: https://utility.online-bill-pay.link/"""
ham,"""Subject: New Security Alert for your GitHub account. A new public key was added to your GitHub account. If you did not do this, please reset your password immediately."""
spam,"""Subject: Get the #1 male enhancement pill. Want to improve your performance and stamina? Our all-natural supplement is recommended by doctors. Get a free trial bottle today! Learn more: http://vigor.alpha-male-plus.store/"""
ham,"""Subject: Update on your support ticket #88123. Hi David, Our team has an update on your ticket regarding the login issue. We have pushed a fix and the issue should now be resolved. Please let us know if you continue to experience problems. Best, Customer Support"""
spam,"""Subject: Your GoDaddy domain is expiring. Don't lose your domain name! Your domain, yourbusiness.com, is set to expire in 3 days. Renew now to avoid losing it forever. Renew here: https://godaddy.domain-renewal-center.net/"""
ham,"""Subject: It's your turn to review 'Marketing Creatives'. Hi Jessica, The design team has passed the latest marketing creatives to you for review in Figma. Please leave your feedback by end of day tomorrow. Link to Figma."""
spam,"""Subject: You've been chosen for a cruise for two! You and a guest have been selected for a complimentary 3-night cruise to the Bahamas! All you need to do is cover the port taxes and fees. Book your trip: http://travel.cruise-deals-4u.club/"""
ham,"""Subject: Your AmazonSmile donation statement. Hi Chris, Because you shopped with AmazonSmile, a donation was made to the charity you selected. You can view your full donation history in your account."""
spam,"""Subject: We are updating our Terms of Service. Dear User, We are updating our terms. You must accept the new terms to continue using our service. Failure to do so will result in account closure. Accept Terms: http://service.user-agreement-portal.org/"""
ham,"""Subject: Your monthly donation has been processed. Hi Sarah, Thank you for your recurring monthly donation of $25 to the Wildlife Foundation. Your support helps us protect endangered species around the world. Thank you for your generosity."""
spam,"""Subject: Someone may have accessed your account. We detected a suspicious login to your account from an unrecognized device in Vietnam. If this was not you, please secure your account now. Secure Account: https://login.live.com.activity-alerts.co/"""
ham,"""Subject: Your free trial is ending soon. Hi Mark, Your 30-day free trial of Premium Pro ends in 3 days. To keep your access to all premium features, upgrade to a paid plan. Upgrade now."""
spam,"""Subject: Your package is waiting for you at the post office. Dear Customer, We tried to deliver your parcel today but you were not home. It is now being held at the local post office. To pick it up, please print the attached label. [attachment: shipping_label.html]"""
ham,"""Subject: Welcome to the neighborhood on Nextdoor! Hi, Welcome to the neighborhood! We're glad you're here. Get started by introducing yourself and see what your neighbors are talking about. See what's happening."""
spam,"""Subject: [Action Needed] Your Domain Will Be Terminated. This is a final reminder regarding the expiration of your domain. We have not received payment and your domain is now pending deletion. To prevent termination, click here: http://domain.registry-authority-alerts.net/"""
ham,"""Subject: A friend invited you to view a Dropbox folder. Hi, Your friend David (david.j@email.com) has invited you to view the Dropbox folder named 'Vacation Photos 2025'. View Folder."""
spam,"""Subject: This is your last chance to get 90% off. We're clearing out our inventory! For the next 6 hours, everything is 90% off. Don't miss out on these incredible deals. Shop now: http://deals.flash-sale-today.xyz/"""
ham,"""Subject: Your Uber receipt for your ride on Tuesday. Thanks for riding with Uber, Lisa. Your ride on Tuesday afternoon cost $14.28. A detailed receipt is attached. Rate or tip your driver."""
spam,"""Subject: [Citi] A new payee was added to your account. A new payee, 'John Smith', was added to your account. If you did not authorize this change, please click here immediately to remove them. Review Activity: https://citi.online-fraud-alerts.info/"""
ham,"""Subject: Your car registration is due for renewal. Dear Vehicle Owner, The registration for your vehicle with license plate ABC-123 is due for renewal by October 31, 2025. You can renew online at the official DMV website."""
spam,"""Subject: You have an encrypted message from your doctor. Your recent lab results are available to view in our secure patient portal. For privacy, you must log in to view this message. View Message: http://health.patient-portal-secure.org/"""
ham,"""Subject: Your application has been received. Hi applicant, thank you for applying for the Senior Analyst position at ExampleCorp. We are currently reviewing applications and will contact you if you are selected for an interview. Best, The Hiring Team"""
spam,"""Subject: Your Debit Card has been DEACTIVATED. To protect you from fraud, we have deactivated your debit card. To reactivate it, please call our 24/7 security hotline immediately at 1-800-555-4321. Do not ignore this message."""
ham,"""Subject: Reminder: Performance review next week. Hi Sam, This is a reminder that your Q3 performance review is scheduled for next Thursday at 11 AM with your manager. Please complete your self-assessment form before the meeting."""
spam,"""Subject: Your iCloud has not been backed up recently. Your iCloud has not been backed up in 16 days. Backups will resume once you connect to Wi-Fi and approve the backup. Approve Now: https://icloud.storage-management-alerts.com/"""
ham,"""Subject: New message from your host on Airbnb. Hi Alex, Your host, Maria, has sent you a message regarding your upcoming stay. She has included check-in instructions. Read message."""
spam,"""Subject: You've been invited to edit '2025 Financial Plan'. A potentially sensitive document has been shared with you. To protect the contents, please sign in to view it. View in Docs: http://docs.google.shared-drive-access.net/"""
ham,"""Subject: Your Panera order is ready! Hi Mike, Your Rapid Pick-Up order is ready and waiting for you on the shelf at the Panera on 5th Ave. Enjoy your meal!"""
spam,"""Subject: We need to confirm your recent activity. Hello, We require you to confirm your recent activity to ensure your account has not been compromised. Please review your activity here: https://account.live.com.security-notice.co/"""
ham,"""Subject: [JIRA] You have been mentioned on ticket PROJ-123. Alex Smith mentioned you on PROJ-123 'Fix login button bug'. Comment: '@Chris, can you take a look at this when you have a chance?'"""
spam,"""Subject: Your account requires immediate verification. Dear Valued Customer, Our system has detected a login from an unrecognized location. For your protection, we must verify your account. Please click here: https://verizon.login-alerts-portal.com/"""
ham,"""Subject: Thanks for your donation to Wikipedia. Hi, Thanks for helping to keep Wikipedia independent and ad-free. Your donation allows us to keep information free and accessible for everyone. Thank you. The Wikimedia Foundation"""
spam,"""Subject: Your McAfee protection is at risk. Your McAfee subscription has expired. You are no longer protected from the latest online threats. Renew now to stay safe. Renew Subscription: https://mcafee.renewal-center.biz/"""
ham,"""Subject: Your Etsy purchase is on its way! Good news! The seller has shipped your order of 'Handmade Leather Wallet'. You can track the package using the tracking number provided in your order details."""
spam,"""Subject: Claim your free COVID-19 test kits now. The government is providing free at-home test kits to all citizens. You must register your address to receive your shipment. Register here: http://covid.free-test-kits-gov.info/"""
ham,"""Subject: Password changed successfully. Hi there, The password for your account was recently changed. If you did not make this change, please contact our support team immediately. If you did, you can safely ignore this email."""
spam,"""Subject: Your bank transfer has been blocked. We have blocked a recent transfer from your account for security reasons. Please review the transaction details and confirm if it was authorized by you. Review Transfer: https://usbank.fraud-prevention-alerts.org/"""
ham,"""Subject: Invitation: 'Weekly Marketing Sync' on Wednesday. You have been invited to the recurring weekly marketing sync. This meeting is to discuss ongoing campaigns and new initiatives. Please accept or decline this invitation."""
ham,"Subject: Your order has been delivered

Hello David,

We're happy to inform you that your order #12345 has been delivered. We hope you enjoy your new purchase! If you have any questions, feel free to contact our support team.

Best,
Customer Service"
spam,"Subject: ATTENTION: Your account is at risk

Dear customer,

We have detected some unusual activity on your account. To prevent your account from being locked, you must click on the link below to verify your details immediately: http://account-security-alert.org/verify"
ham,"Subject: Re: Project Proposal

Hey Mark,

I've reviewed the proposal and it looks great. The changes you made are exactly what we needed. I'll send it to the client for final approval.

Cheers,
Jane"
spam,"Subject: You've Won! Claim Your Prize Now!

Congratulations! You have been randomly selected to win a free gift card. To claim your prize, please click on the link below and provide your personal information.

Claim your prize here: http://win-a-prize.net/claim"
ham,"Subject: Follow-up on our meeting

Hi Team,

Just wanted to send a quick follow-up email. We're on track to meet the deadline, and everyone's contributions have been great. Let's keep up the good work!

Thanks,
Chris"
spam,"Subject: FINAL WARNING: Account Suspended

Your bank account has been flagged for fraudulent activity. To avoid a permanent suspension, please log in and update your security information immediately: http://bank-secure-update.com/login"
ham,"Subject: Your flight itinerary

Hello Sarah,

This is a confirmation of your flight from New York to London on November 10th at 9 AM. Your ticket is attached as a PDF. We look forward to seeing you at the airport!

Best,
Airlines Customer Service"
spam,"Subject: Urgent: Your account is locked

We have placed a temporary hold on your account due to a security issue. To restore your access, please click on the link below and verify your identity.

Verify your account: http://account-verification.org/login"
ham,"Subject: Re: Your recent inquiry

Hi John,

Thank you for reaching out to us. I've reviewed your inquiry and have provided a detailed response in the attached document. Please let me know if you have any other questions.

Best regards,
Lisa"
spam,"Subject: A great investment opportunity!

Do you want to get rich quick? We have a new investment that guarantees a 100% return on your money. No risk and no fees. Click here to learn more: http://get-rich-quick.com/invest"
ham,"Subject: The project timeline has been updated

Hi Alex,

I've updated the project timeline to reflect the new changes we discussed. You can access the document from our shared drive. Please take a look and provide your feedback by tomorrow.

Best,
Maria"
spam,"Subject: Amazing offer just for you!

Click here to get a 70% discount on all our products. We have a limited-time offer that you won’t want to miss. Get started today! http://exclusive-discount.com/offer"
ham,"Subject: Question about the report

Hey Team,

I'm working on the quarterly report and have a question about the sales data for the last quarter. Could you provide a quick clarification on the numbers?

Thanks,
Kevin"
spam,"Subject: Fwd: Important Update

Your Amazon account was recently accessed from a new device in an unknown location. If this was not you, please secure your account immediately by following this link.

https://www.amazon-security-alert.com/login

Note: Failure to comply may result in temporary account suspension."
ham,"Subject: Your order #98765 has been confirmed

Hello Sarah,

Thank you for your recent purchase! Your order is being processed and will be shipped within 1-2 business days. We will send you a tracking number once it's on its way.

Thanks for shopping with us,
Store Team"
spam,"Subject: FINAL WARNING - ACCOUNT SUSPENSION

Your account has been identified as being at risk. To secure your account and prevent it from being suspended, you must verify your information immediately. Click on the link below to get started: http://account-support-help.org/verify"
ham,"Subject: Office closure due to holiday

Hi Team,

Just a reminder that our office will be closed on Friday for the upcoming holiday. We'll resume normal business hours on Monday. Enjoy your long weekend!

Cheers,
HR Department"
spam,"Subject: Your payment has been declined

Dear customer,

We were unable to process your recent payment. To resolve this issue, please update your billing information on our secure platform: http://billing-update.com/update"
ham,"Subject: Re: Quick question

Hey Mark,

Good question. The answer is yes, we can definitely move forward with that plan. I'll get the ball rolling on my end. 

Best,
Alex"
spam,"Subject: We Found A Virus On Your Computer

We have scanned your computer and found that it is infected with a serious virus. Your personal and financial information is at risk. Please click on the following link and download our recommended antivirus software to fix the problem.

Scan and Repair Now: https://www.secure-my-computer.biz/download"
ham,"Subject: Your upcoming appointment

Hello Jane,

This is a confirmation of your appointment with us on November 15th at 3 PM. We look forward to seeing you then. 

Thank you,
Customer Service Team"
spam,"Subject: GET THE BEST DEALS ON PHARMACY!!!

Hello,

We are offering the best deals on prescription drugs and other medical products. You don't need a prescription. All you need to do is click the link below and place your order.

Buy now at a huge discount: http://cheap-meds-online.biz"
ham,"Subject: Re: Feedback on the proposal

Hi Sarah,

Thanks for the feedback. I've made the requested changes and attached the revised proposal. Let me know if it's all good to go.

Cheers,
John"
spam,"Subject: You're invited to claim a prize

You've been specially selected to receive a brand new smartphone. To claim your prize, please click the link below and provide your shipping details. This offer is valid for a limited time.

Click to claim: http://smartphone-prize.net/claim"
ham,"Subject: Project update

Hi Alex,

I've finished the first phase of the project and have sent the files to the shared drive. Let me know if you have any questions.

Thanks,
Maria"
spam,"Subject: You're eligible for a $100 gift card!

To celebrate our 10th anniversary, we are giving away $100 gift cards! You've been chosen as a lucky recipient. Click on the link below to get your free gift card.

Claim your gift now: http://free-gift-card.com/get"
ham,"Subject: Your flight itinerary for ORD to LAX

Hello Jane,

Here's your flight confirmation and itinerary for your upcoming trip. Your flight, AA1234, departs from O'Hare International Airport (ORD) on November 5th at 3:30 PM, arriving at Los Angeles International Airport (LAX) at 5:50 PM. The ticket is attached as a PDF. Please let us know if you have any questions. 

Thank you for flying with us,
American Airlines"
spam,"Subject: Get your money now. 100% no fees.

Congratulations! You are eligible for an instant loan of up to $50,000. No credit check required! We can transfer the funds to your account within 24 hours. Click here to apply: http://fast-loan-approved.co/apply

This is a limited-time offer. Act now!"
ham,"Subject: Update on the Q4 Budget

Hi Team,

Following our discussion, I have updated the Q4 budget spreadsheet. I've highlighted the changes in yellow. Please review and provide your final approval by Friday. You can find the file in our shared drive. 

Thanks,
Kevin"
spam,"Subject: Your PayPal Account Has Been Limited

Dear valued PayPal member,

We have placed a temporary limitation on your account due to an issue with your billing information. To restore full access, please log in to your account and update your details. 

Update your account here: https://www.paypal-secure.net/account/update"
ham,"Subject: Re: Quick question about the user interface

Hi Sarah,

Good question. The new UI is still in beta, so we're working on making the navigation more intuitive. I've attached a quick mockup of the proposed changes. Let's schedule a call to walk through it together. 

Cheers,
Lisa"
spam,"Subject: Security Alert: Unauthorized sign-in attempt

Your Amazon account was recently accessed from an unrecognized device in a new location. If this was not you, please secure your account immediately by following this link.

https://www.amazon-security-alert.com/login

Note: Failure to comply may result in temporary account suspension."
ham,"Subject: Meeting with the client next week

Hi Alex,

Just a reminder about our client meeting next Wednesday at 2 PM. I've sent over the final presentation deck. Let me know if you can make it, as we need both of us there. 

Regards,
Chris"
spam,"Subject: FREE GIFT VOUCHER: Claim Your $500 Walmart Card Today!

Dear Shopper,

To show our appreciation for your loyalty, we are giving away $500 gift cards to our top customers! You have been randomly selected to receive one. To claim your free gift voucher, simply click on the link below and provide your details.

Claim your gift now: http://walmart-rewards.store/voucher"
ham,"Subject: Project Milestone 2 Complete!

Team,

Great news! We have successfully completed Project Milestone 2 ahead of schedule. Thank you all for your hard work and dedication. Let's keep the momentum going as we head into the final phase of the project.

Cheers,
The Project Manager"
spam,"Subject: Fwd: Urgent: Your account is at risk

Dear valued client,

We've noticed several login attempts from a new location on your account. To prevent any fraudulent activity, please log in immediately and change your password. 

Login here: http://security-verify.org/login"
ham,"Subject: Project timeline update

Hello Team,

Just wanted to let you know that we're on schedule to complete the first phase of the project by Friday. Thanks for all your hard work! Keep it up!

Best regards,
Sarah"
spam,"Subject: You've been chosen for a new job opportunity

Are you looking for a new job? We have the perfect opportunity for you! No resume required, just click on the link below and start your new career.

Click here to apply: http://new-job-now.net/apply"
ham,"Subject: Our lunch plans

Hey Jane,

Just confirming our lunch plans for tomorrow at noon. I've made a reservation at the new cafe downtown. Let me know if that still works for you.

Cheers,
Michael"
spam,"Subject: GET A FREE LOAN INSTANTLY!

We can offer you a loan of up to $100,000 without any credit check! You can get the money instantly with no fees or paperwork. Click here to apply: http://instant-loan-approval.com/loan"
ham,"Subject: Re: Question about the presentation

Hi Alex,

The presentation deck is finalized. I've attached it to this email. Let me know if you have any feedback before we present it on Friday.

Thanks,
Lisa"
spam,"Subject: You have a virus on your computer

We have detected a virus on your computer that is putting your personal data at risk. To remove the virus, you must download our antivirus software. Click on the link to get started: http://virus-removal-software.com/download"
ham,"Subject: Reminder: Team meeting

Hi Team,

This is a friendly reminder that our team meeting is scheduled for tomorrow at 2 PM. Please prepare your updates for the report. I look forward to seeing you all there.

Best,
Project Lead"
spam,"Subject: Limited time offer - 70% off!

This is a limited time offer just for you! Get a 70% discount on all our products. This offer expires in 48 hours. Don't miss out on this great deal!

Shop now: http://limited-time-sale.com/offer"
ham,"Subject: Your order has been delivered

Hello Sarah,

Good news! Your order #12345 has been delivered. We hope you enjoy your new product! If you have any issues, please contact our support team.

Best,
Customer Service"
spam,"Subject: You're invited to claim a prize

You've been specially selected to receive a brand new smartphone. To claim your prize, please click the link below and provide your shipping details. This offer is valid for a limited time.

Click to claim: http://smartphone-prize.net/claim"
